source,destination,holding_time
7,4,4
0,4,79
7,4,9
0,4,10
0,3,3
7,4,16
7,4,58
7,3,5
0,3,79
7,4,51
7,4,9
7,3,89
0,4,6
0,4,9
0,4,71
0,3,73
0,4,9
7,3,6
7,3,5
7,3,8
7,3,54
0,4,25
7,4,5
0,4,34
7,4,76
0,3,6
7,3,9
0,4,45
0,4,72
7,4,24
7,3,30
0,3,33
0,3,2
0,3,8
7,3,6
0,3,46
7,3,64
0,4,7
7,4,21
0,4,2
0,3,2
0,3,20
7,4,58
7,4,45
0,3,11
7,3,6
7,3,49
7,4,8
7,3,14
0,3,51
0,3,38
0,4,32
0,4,6
7,3,4
0,4,24
7,4,10
0,3,44
7,4,4
7,4,42
0,4,6
0,3,12
0,3,15
0,4,8
0,4,11
7,4,24
0,4,23
0,3,26
7,3,7
0,3,3
0,4,17
0,4,30
0,4,24
7,4,2
7,4,8
7,3,4
7,4,4
0,4,11
7,3,17
7,3,13
0,4,21
7,3,14
0,3,19
7,4,18
7,4,16
7,4,3
0,3,4
0,4,14
0,4,8
7,4,4
7,3,11
7,4,3
7,3,9
0,3,5
0,4,7
7,3,6
7,4,5
7,4,4
0,3,3
7,3,2
7,3,1
