source,destination,holding_time
7,4,31
7,3,29
0,3,3
0,4,8
7,4,26
0,3,6
7,3,60
0,4,16
7,3,72
0,3,3
0,4,19
7,3,2
7,3,71
7,4,78
0,3,9
7,3,3
0,4,55
7,3,83
7,4,17
7,4,11
0,3,2
7,3,6
7,4,3
0,4,24
0,4,76
7,4,8
7,3,47
0,3,19
0,3,24
7,3,22
0,4,70
7,3,7
0,3,22
0,3,42
7,3,15
0,4,57
7,4,13
7,3,14
7,3,26
0,4,5
0,3,32
0,3,38
0,4,52
0,4,57
0,4,31
0,4,47
7,4,9
7,4,53
7,4,2
0,3,51
0,3,11
0,4,7
7,3,2
7,4,8
0,4,2
7,3,45
0,3,6
7,4,8
7,3,31
0,3,3
7,3,33
7,3,4
0,4,4
0,3,4
7,4,6
7,3,35
0,4,34
7,3,2
7,3,7
7,4,7
0,4,5
7,3,12
7,3,28
7,3,27
0,4,6
0,4,25
7,3,24
7,3,12
0,4,22
0,4,21
0,3,3
0,4,6
7,3,3
0,3,6
7,3,4
0,4,3
7,3,4
7,3,13
7,3,2
0,4,10
7,3,10
0,4,9
7,4,3
0,3,6
0,4,6
0,3,5
7,4,3
7,4,3
0,3,2
0,3,1
