source,destination,holding_time
7,4,22
0,3,65
7,3,51
0,4,8
7,4,2
7,4,6
0,3,4
0,4,60
0,4,3
0,4,8
7,4,3
7,3,5
0,3,8
0,3,27
0,3,3
0,4,30
0,3,71
0,4,3
0,3,7
7,3,41
7,3,2
0,3,79
0,3,56
0,4,77
0,3,11
7,4,75
0,3,9
0,3,3
0,4,71
7,3,2
0,4,44
7,3,24
7,3,22
7,4,67
7,4,20
7,3,3
7,4,46
7,4,63
0,3,29
7,4,6
0,3,60
0,3,2
0,3,10
7,4,51
0,3,36
0,3,49
0,4,2
7,3,2
0,4,52
0,3,4
0,3,50
7,3,33
0,4,13
0,3,2
7,3,46
7,4,45
0,3,44
0,4,43
7,3,30
7,3,3
7,4,8
7,3,39
0,3,38
0,3,18
0,4,36
7,4,35
7,4,34
7,4,16
0,3,12
0,3,31
0,3,30
0,4,10
7,4,3
0,4,7
0,3,26
7,4,7
7,4,24
7,3,6
7,3,22
0,3,21
7,3,16
7,3,12
7,3,3
0,4,17
7,4,14
0,3,15
0,3,3
0,4,13
0,4,8
0,3,7
7,3,10
0,3,9
7,3,8
7,3,7
7,4,6
7,3,4
7,4,2
7,4,3
0,4,2
0,4,1
