source,destination,holding_time
7,4,15
7,4,5
7,4,68
7,3,4
7,4,2
0,3,3
0,4,31
0,3,5
0,4,5
0,4,6
0,4,2
0,4,9
7,4,3
7,4,2
0,3,33
0,4,20
0,4,7
0,4,17
7,4,4
0,4,4
0,3,3
0,4,2
7,4,5
7,4,18
7,4,6
7,4,2
0,3,2
7,3,2
0,3,14
7,4,4
0,4,2
0,3,11
0,4,4
7,4,2
7,4,2
0,4,48
0,4,3
0,3,2
7,3,6
0,3,46
7,4,12
7,3,3
7,4,3
0,4,34
7,4,6
0,4,13
0,3,54
0,3,2
0,3,26
7,4,7
7,4,50
0,4,4
0,4,2
7,3,4
7,4,3
7,3,45
7,3,38
7,3,3
0,3,2
0,3,13
7,4,2
7,4,10
0,3,5
0,3,6
7,3,2
0,4,2
7,4,2
0,3,2
7,3,2
0,3,3
0,3,12
0,4,2
0,4,2
0,3,2
0,3,6
7,3,2
7,3,16
0,4,3
7,4,8
7,3,2
0,3,3
7,4,2
7,4,18
7,4,2
7,3,16
7,4,6
0,3,2
7,3,2
0,4,2
7,3,2
0,4,2
0,3,2
0,3,8
0,4,2
0,4,3
0,4,2
0,4,4
0,3,3
0,4,2
7,3,1
