source,destination,holding_time
7,4,17
0,3,96
7,3,3
7,3,17
7,4,84
0,4,2
7,4,11
0,3,5
0,4,2
7,4,2
0,4,3
0,3,58
0,3,3
0,4,3
7,4,77
0,3,27
7,3,3
0,3,4
7,3,2
0,3,8
7,4,9
0,4,64
0,4,3
0,4,4
7,3,20
7,4,3
7,4,25
0,4,73
0,3,3
7,4,54
7,4,5
0,4,2
0,4,22
7,4,3
7,4,66
0,4,4
0,4,4
0,4,10
7,3,36
0,4,10
0,4,13
0,4,2
0,4,5
7,3,30
0,4,21
7,4,5
0,4,41
0,4,2
7,4,52
7,4,6
0,3,14
0,3,3
7,3,18
0,3,3
7,4,16
7,4,6
7,3,36
7,3,3
7,4,6
0,4,13
0,4,3
0,4,5
0,3,38
0,3,32
7,4,36
0,3,19
7,3,18
7,3,33
0,3,18
7,3,18
7,3,30
7,3,3
0,4,28
0,4,8
0,3,6
7,4,2
7,4,3
7,4,9
7,4,22
0,4,8
0,3,4
7,4,19
0,4,18
0,4,2
7,3,3
7,3,15
7,4,14
7,4,13
7,4,4
7,3,11
0,3,2
0,4,9
7,4,8
7,3,7
7,4,6
7,4,2
0,4,4
7,4,3
7,4,2
0,3,1
