source,destination,holding_time
0,4,2
0,4,2
0,3,2
0,3,6
0,3,7
0,4,2
7,3,5
0,3,3
0,3,8
0,4,3
0,3,30
7,4,2
7,3,2
7,4,2
0,3,3
7,4,2
7,3,4
0,4,3
7,4,3
7,3,9
7,3,2
7,3,28
7,3,2
0,4,2
0,3,2
0,3,3
7,4,2
0,3,2
0,4,2
0,3,2
0,4,2
0,4,2
7,3,2
7,4,38
0,3,2
0,3,2
0,3,3
7,3,63
7,4,5
7,4,3
0,4,6
0,4,2
0,4,3
0,3,2
0,3,2
0,3,2
0,3,2
0,3,4
7,3,2
0,4,7
0,4,2
0,3,2
7,4,16
0,4,3
7,4,2
7,4,5
7,4,5
7,4,5
0,3,42
7,4,2
7,4,2
0,3,2
7,3,2
7,4,2
0,4,2
7,3,4
7,3,3
7,3,12
7,3,3
7,3,4
7,3,4
7,3,2
0,3,13
0,3,20
0,3,13
0,3,2
7,4,24
7,4,23
0,3,18
7,3,2
7,3,2
0,4,2
7,4,9
0,3,3
0,4,4
7,4,15
7,4,3
0,4,5
7,4,2
0,4,2
7,4,2
7,4,2
7,3,2
7,3,3
7,4,2
7,3,4
7,4,4
7,3,3
0,3,2
0,4,1
