source,destination,holding_time
0,4,8
0,3,43
7,3,19
7,4,28
7,4,96
0,3,61
0,3,26
0,4,3
7,3,16
0,4,15
0,3,51
7,4,84
0,3,4
7,4,4
0,3,2
0,3,21
0,4,33
0,3,5
7,4,38
0,3,72
7,4,80
0,3,3
7,3,3
7,4,19
7,3,3
7,4,13
0,3,13
7,3,6
0,4,72
0,4,40
7,4,39
7,4,5
0,3,3
7,3,42
0,4,8
0,4,7
7,4,8
0,3,9
7,3,41
7,3,15
7,3,16
7,3,4
7,4,2
0,4,5
0,3,6
0,4,55
7,3,3
0,4,13
7,3,52
0,4,13
0,4,10
0,3,49
0,3,5
7,4,36
0,4,46
7,3,2
7,3,44
7,3,15
7,4,7
0,4,2
0,3,7
7,3,26
0,4,36
0,4,37
7,3,10
7,4,35
7,4,6
0,3,33
7,3,32
7,3,8
7,3,30
0,3,29
7,4,3
0,3,2
7,3,26
0,4,25
7,3,6
7,4,17
0,3,5
0,3,20
0,4,8
0,3,19
0,3,18
0,4,4
7,3,16
0,3,15
7,3,14
0,4,2
0,3,12
7,3,4
7,4,2
7,3,9
7,4,8
0,4,7
7,3,6
0,3,5
7,4,4
0,3,3
0,4,2
0,4,1
