source,destination,holding_time
0,4,2
7,4,2
7,3,3
7,4,27
7,4,54
7,4,2
0,4,10
7,3,4
0,4,50
0,3,7
7,3,47
7,3,6
0,4,2
0,4,14
0,4,25
7,4,85
7,4,2
0,4,83
0,3,2
0,4,62
0,4,5
0,3,10
7,4,6
7,4,14
7,4,48
0,3,40
7,4,6
0,4,4
0,4,13
7,4,31
0,3,6
7,3,69
7,4,63
7,3,5
7,3,48
7,4,8
0,4,4
7,4,6
0,4,17
0,3,3
7,3,5
0,4,23
0,4,58
7,4,27
7,3,56
7,4,4
0,3,4
7,4,43
0,3,5
0,4,4
7,4,21
7,3,41
7,3,48
7,4,3
7,4,41
0,4,29
7,4,4
0,3,7
7,4,4
7,4,4
0,4,2
0,4,2
7,4,38
7,4,14
7,3,2
0,3,18
7,4,10
7,3,2
7,4,19
7,4,2
0,4,30
0,4,29
7,4,2
7,4,27
7,3,26
0,4,4
7,4,18
0,3,23
7,4,22
0,3,8
0,4,3
7,4,4
7,4,18
7,4,8
0,4,5
7,4,2
0,4,2
0,4,13
7,4,2
7,3,11
7,3,6
0,3,8
7,4,8
7,4,7
7,4,6
7,4,5
0,4,4
0,3,3
7,3,2
7,4,1
