source,destination,holding_time
7,3,2
0,3,11
0,3,2
7,3,12
0,4,3
0,4,2
7,4,2
7,3,2
7,4,2
0,4,2
0,3,5
0,4,4
7,3,6
7,3,8
7,4,6
7,4,3
0,3,29
0,4,2
7,3,42
0,3,7
0,4,73
0,3,2
7,4,3
7,3,2
7,3,2
0,3,2
7,3,2
0,3,30
7,3,3
7,4,3
0,3,2
7,3,61
0,3,3
0,4,67
0,3,27
0,3,3
7,4,2
0,3,2
0,3,3
0,3,23
7,4,6
0,4,2
0,4,8
7,3,4
7,4,2
0,4,2
0,3,32
0,3,4
7,3,17
7,4,10
7,3,12
7,4,2
0,4,2
7,3,2
7,3,8
7,4,3
7,3,44
0,4,4
7,4,3
7,4,2
0,4,2
0,4,12
7,4,10
7,4,8
0,4,7
0,4,3
7,4,2
0,3,2
0,4,2
7,4,2
0,4,3
7,4,29
0,4,4
0,3,2
7,4,26
7,3,2
7,3,24
7,4,3
0,4,2
0,3,8
0,4,2
7,3,7
7,4,3
7,3,2
0,4,2
0,3,2
0,4,2
7,3,2
7,3,12
0,3,11
7,3,2
7,3,9
7,3,8
7,4,3
0,3,2
0,3,5
0,3,2
7,3,2
7,4,2
0,3,1
