source,destination,holding_time
0,4,56
7,3,10
7,3,52
7,3,68
0,4,47
0,4,19
0,3,10
0,3,34
0,3,29
0,3,3
0,4,3
7,3,82
0,3,27
7,3,14
0,3,28
7,3,85
0,4,24
7,3,39
0,4,82
7,4,74
7,4,10
0,4,3
0,3,77
0,3,6
0,3,21
7,4,3
7,4,29
7,3,73
0,4,4
0,4,71
0,3,6
0,4,24
7,4,66
7,3,5
7,3,51
7,3,36
0,3,52
0,3,35
7,3,62
0,3,43
7,4,60
7,3,2
0,4,7
7,4,2
7,4,56
7,3,3
7,4,2
7,4,53
7,4,8
0,4,51
7,3,34
0,3,34
0,4,34
0,4,2
7,4,21
0,4,2
7,3,37
7,4,17
0,3,3
7,3,41
7,3,4
7,4,3
7,3,30
7,3,37
0,3,20
0,3,35
0,4,34
7,4,13
7,4,32
0,3,31
0,4,3
7,3,4
0,3,2
7,3,22
0,4,26
0,4,2
0,4,5
0,4,7
0,4,9
0,3,21
0,4,20
0,4,19
7,4,8
7,4,17
0,4,16
7,3,15
0,3,4
0,4,3
0,4,7
0,3,8
0,3,10
7,4,9
0,4,8
0,4,7
7,3,6
7,4,5
7,4,2
0,3,3
0,3,2
0,3,1
