source,destination,holding_time
0,3,3
0,4,5
7,3,4
0,3,10
7,3,34
7,4,5
7,4,49
7,4,21
7,4,5
7,4,39
7,3,27
7,3,2
0,3,5
7,3,65
0,4,6
0,3,7
0,3,4
7,4,11
0,4,9
0,4,8
0,4,11
7,3,17
7,3,3
7,4,77
0,3,5
0,3,11
7,4,2
0,3,4
7,4,2
7,4,3
7,3,29
7,4,35
0,4,2
7,3,29
0,4,29
7,3,8
0,3,64
0,4,9
0,4,2
7,3,4
7,3,20
0,3,59
7,4,58
7,3,40
7,4,6
7,4,4
7,4,2
7,4,44
7,3,51
7,3,18
0,4,3
7,4,38
0,4,11
0,3,7
0,3,46
0,4,45
0,3,44
0,3,43
7,4,14
7,3,2
0,3,4
7,3,7
0,4,30
7,4,37
7,4,2
7,3,35
7,4,28
0,3,5
0,3,32
7,3,31
0,3,13
7,3,5
7,4,2
7,3,27
7,3,4
0,3,25
0,3,24
7,4,13
7,3,22
0,4,21
7,3,20
7,4,19
7,4,18
0,3,17
0,4,16
0,4,15
0,4,14
7,4,3
0,3,3
7,4,11
7,3,9
7,3,9
0,4,7
7,3,7
7,4,6
7,3,5
0,4,4
0,4,3
0,4,2
7,3,1
