source,destination,holding_time
0,4,19
0,4,50
7,3,4
0,3,4
0,3,10
0,3,31
7,3,65
0,4,28
7,3,3
0,3,73
0,4,14
7,3,6
7,3,32
7,3,8
7,3,18
0,4,27
7,3,23
0,3,7
0,3,11
0,4,76
7,4,19
0,4,7
0,3,78
7,3,2
7,4,40
0,3,27
7,4,7
7,4,5
0,4,56
0,3,43
0,3,42
7,3,30
0,3,68
7,4,26
7,3,41
0,4,8
7,3,46
7,4,23
0,4,8
7,3,23
0,4,11
7,3,57
7,3,6
0,4,6
0,3,5
0,4,55
7,3,9
0,4,53
7,3,6
7,3,51
0,4,17
0,3,3
0,4,18
0,3,10
0,3,5
0,3,45
7,4,2
7,4,43
0,3,42
0,4,41
0,4,40
0,4,2
7,3,7
7,3,37
7,3,12
7,4,35
0,4,2
0,3,33
0,3,32
7,4,23
0,4,4
7,3,2
7,3,28
0,3,4
7,4,3
7,4,25
0,4,24
0,4,23
0,4,4
0,3,3
7,4,20
7,4,19
0,4,2
7,4,17
7,4,11
0,4,15
7,4,5
0,3,7
7,4,12
0,4,2
7,3,10
0,4,9
7,4,8
0,4,3
7,3,5
7,4,5
0,3,4
7,3,3
0,4,2
0,4,1
