source,destination,holding_time
0,3,61
7,4,40
0,4,19
0,3,97
7,4,4
0,3,70
0,4,2
0,4,42
7,3,36
7,4,64
7,3,80
7,4,5
0,4,2
0,3,64
7,4,62
0,4,57
7,3,84
7,3,3
0,4,48
0,3,77
7,4,46
7,3,18
0,4,25
0,3,2
0,3,12
0,4,15
0,4,22
0,4,73
0,4,14
7,3,36
0,4,5
0,4,22
7,4,55
7,4,5
0,4,31
0,4,38
0,4,14
0,4,20
7,4,4
7,3,7
7,4,13
0,3,9
0,4,13
0,3,45
0,4,56
0,3,47
7,3,54
0,4,31
7,4,2
0,4,5
0,4,3
0,4,28
7,3,48
0,3,21
0,4,9
0,4,45
7,4,2
7,4,43
0,4,3
0,3,2
0,3,6
0,4,12
7,3,16
7,4,2
0,4,36
0,4,35
0,3,34
0,3,2
7,4,32
7,3,13
0,3,2
0,3,23
7,3,28
7,4,11
7,4,26
0,3,25
7,3,24
7,3,16
0,4,20
7,3,2
7,4,16
7,3,19
7,4,9
0,3,7
7,4,16
0,4,8
0,4,14
0,3,8
7,3,12
0,4,11
7,4,10
0,4,4
0,3,8
0,3,7
0,3,3
7,3,5
0,3,4
0,3,3
7,4,2
0,3,1
