source,destination,holding_time
0,4,60
0,3,92
0,4,12
0,4,2
7,3,7
0,3,3
0,4,15
7,3,17
7,4,35
0,3,4
0,3,65
0,4,8
7,3,57
0,3,2
7,4,13
7,4,56
7,3,26
7,3,37
0,3,20
7,3,2
7,3,31
0,3,2
0,3,16
7,3,77
7,4,63
0,3,2
7,3,4
0,4,47
7,3,54
7,4,18
7,3,60
7,3,49
0,3,26
0,3,13
7,3,66
0,4,3
7,3,2
7,4,63
0,4,30
0,3,61
7,3,60
7,3,59
0,3,5
7,4,10
0,3,3
7,3,55
7,3,3
0,3,53
0,4,2
7,3,11
0,3,50
0,3,49
0,4,8
7,3,47
7,4,46
0,3,11
0,4,2
7,4,43
7,4,5
0,3,37
7,4,3
7,3,39
0,3,33
7,3,37
7,4,36
0,3,35
0,3,34
7,4,33
7,3,5
0,3,2
0,4,10
7,3,12
0,3,25
0,4,7
0,3,2
0,4,2
0,4,8
7,4,23
0,4,22
0,3,21
0,4,3
0,3,10
7,3,2
7,3,17
0,4,16
7,3,3
0,4,14
0,4,2
0,3,12
0,3,11
0,4,4
7,4,9
0,4,8
0,3,7
0,3,6
7,3,5
7,4,4
7,3,3
0,3,2
7,4,1
