source,destination,holding_time
0,4,3
0,4,26
7,3,3
0,4,27
0,4,40
7,3,37
0,3,66
0,4,3
0,3,6
0,3,3
7,3,4
7,4,16
0,4,53
0,4,2
7,3,73
0,4,3
7,3,40
7,3,2
7,3,32
0,4,4
0,3,60
7,3,3
7,4,8
0,4,4
7,3,20
0,4,27
7,3,3
0,3,5
7,3,4
0,4,2
7,4,2
0,4,3
7,3,6
0,3,57
0,3,66
7,4,12
7,3,7
7,4,15
0,4,62
7,4,3
7,3,4
0,4,11
0,3,12
0,4,57
7,4,2
7,4,2
0,4,54
7,3,6
7,3,15
0,4,5
7,3,2
0,4,28
0,4,2
0,4,2
7,4,7
7,3,9
0,4,44
0,4,5
0,3,4
7,4,35
0,4,13
0,3,39
0,3,38
7,4,6
0,4,7
0,3,20
7,4,34
7,4,2
7,3,6
0,4,31
7,4,2
7,4,4
0,4,8
0,3,9
0,4,5
0,3,2
0,3,24
7,3,4
7,4,22
7,3,18
0,4,5
7,3,7
0,4,2
7,3,17
7,4,3
0,4,3
0,4,2
7,3,9
7,3,2
7,4,3
0,3,8
7,4,9
7,4,4
7,3,2
7,3,6
7,3,5
7,3,2
0,3,3
7,4,2
0,4,1
