source,destination,holding_time
7,3,61
0,3,29
7,3,9
0,3,3
7,4,96
7,3,2
0,4,5
0,4,6
0,4,47
0,4,43
0,3,27
0,3,41
7,3,25
7,3,31
0,3,2
0,3,32
7,3,2
7,4,76
7,3,13
7,4,7
7,3,3
7,3,15
7,4,53
0,4,47
0,4,43
0,3,58
7,4,74
0,3,34
7,4,72
7,4,7
7,4,5
7,3,69
0,3,10
7,3,13
0,4,22
7,3,5
0,4,64
7,4,2
7,4,62
7,4,45
7,4,7
0,4,4
7,4,58
7,3,13
0,4,5
7,4,17
0,3,50
7,4,18
7,4,52
7,3,2
0,4,49
0,4,9
0,4,6
7,3,43
0,4,2
7,4,14
7,4,5
7,4,11
0,4,2
7,4,2
7,3,38
7,4,37
7,4,30
7,3,37
0,3,36
0,4,2
0,3,5
0,3,2
0,3,6
7,4,31
0,4,30
7,4,7
7,4,28
7,4,27
7,4,26
0,4,25
0,4,19
0,4,4
0,4,21
7,4,11
7,4,4
7,3,3
7,3,4
0,4,2
0,4,16
0,3,9
0,4,14
0,3,13
7,4,12
0,4,11
0,4,2
0,3,9
0,4,8
0,4,7
7,4,6
7,4,5
0,3,4
7,4,3
7,4,2
0,4,1
