source,destination,holding_time
0,3,38
0,3,7
7,3,5
0,3,2
0,3,6
7,4,2
0,3,2
7,4,3
7,3,33
0,3,2
0,3,7
0,3,51
0,3,2
7,4,10
7,3,2
0,4,5
7,4,49
7,4,3
7,3,76
0,4,2
7,3,2
7,3,7
7,4,2
7,3,2
7,3,4
7,3,2
0,3,2
7,3,3
7,4,3
0,3,2
7,4,4
0,4,10
7,3,13
7,3,3
0,4,4
0,3,7
7,3,7
0,4,3
7,4,2
0,3,9
0,4,2
7,3,5
7,3,12
0,4,6
0,3,2
0,4,2
7,3,3
7,4,12
0,4,4
0,3,2
0,4,2
7,3,14
0,4,2
0,4,5
0,3,6
0,3,18
0,4,2
0,3,3
7,4,2
7,4,2
0,3,3
7,4,2
7,3,4
0,4,2
7,4,3
7,4,2
0,4,2
0,3,2
7,3,2
0,3,2
0,4,2
7,4,2
0,3,4
7,4,3
0,4,8
7,3,3
0,3,24
7,3,8
7,4,2
7,4,2
0,3,2
7,3,2
7,4,2
7,4,4
7,4,2
0,4,3
0,3,2
0,3,13
0,3,3
0,3,10
7,3,6
0,3,3
0,4,2
7,4,7
0,4,5
0,3,5
0,3,2
0,3,3
7,4,2
0,3,1
