source,destination,holding_time
7,4,3
0,3,7
0,3,2
0,4,40
0,3,2
0,4,3
0,4,2
0,3,3
0,4,11
7,3,2
7,4,2
0,3,74
0,3,2
7,3,4
0,4,5
7,4,2
0,4,2
7,4,51
0,3,8
7,4,3
0,4,17
0,4,2
0,3,14
7,3,2
7,4,4
0,3,75
7,4,23
0,4,3
0,4,2
0,3,3
0,3,10
7,4,2
7,4,2
7,3,2
0,3,8
0,3,4
0,4,12
7,3,11
0,3,2
7,3,2
7,4,60
7,3,2
0,4,2
7,3,4
0,3,2
7,3,7
0,4,3
7,4,6
7,4,2
7,3,8
7,4,3
0,4,4
7,3,4
0,4,2
0,3,3
0,3,2
0,4,2
7,3,6
7,3,4
7,3,2
7,3,3
0,4,36
0,4,2
0,4,37
7,4,7
7,3,10
0,4,7
0,4,2
0,4,5
7,4,13
7,3,2
0,4,3
7,4,4
7,3,2
0,3,3
7,3,2
0,4,2
7,3,2
0,3,3
7,3,9
7,3,18
7,4,2
0,3,5
0,3,2
7,4,4
0,4,15
0,4,3
7,3,2
7,4,2
7,3,6
0,4,5
0,3,9
0,4,2
0,3,7
0,4,2
0,3,2
7,4,4
0,4,3
0,3,2
0,4,1
