source,destination,holding_time
7,3,3
0,3,3
7,3,4
0,3,3
0,3,2
0,3,4
7,4,4
7,4,54
7,3,4
0,3,4
7,4,71
7,3,23
0,3,2
0,4,20
7,4,53
7,4,7
0,4,32
0,3,16
0,3,24
0,4,6
0,3,3
0,4,56
0,3,2
7,3,2
7,4,56
0,4,62
0,3,8
0,4,4
7,4,5
7,4,31
7,3,46
7,3,3
0,4,28
0,4,4
0,4,49
0,3,17
0,4,64
7,3,2
7,3,12
7,3,61
0,4,52
0,3,2
0,4,2
0,3,29
7,3,7
7,3,55
0,3,2
0,4,24
7,3,2
0,4,5
0,4,34
0,3,6
7,3,48
7,4,2
0,4,6
0,4,45
7,4,5
0,3,2
0,3,2
0,3,2
7,3,3
7,4,3
0,3,4
0,4,3
7,3,2
7,3,2
7,4,3
7,3,4
7,4,12
0,4,2
7,4,14
0,4,8
7,4,7
0,4,11
0,3,26
0,4,7
0,3,2
7,3,3
7,3,2
0,4,21
0,4,2
7,3,2
0,4,7
7,3,17
7,4,16
0,3,8
0,3,3
7,4,2
0,4,3
7,4,2
0,4,7
0,4,9
7,4,5
0,4,7
0,4,6
0,4,5
0,4,4
7,4,3
7,4,2
7,3,1
