source,destination,holding_time
0,4,41
0,4,4
7,3,3
0,4,42
7,4,59
7,4,5
7,3,4
0,3,4
0,4,3
7,4,60
7,4,5
0,4,3
7,3,47
0,4,2
7,4,7
0,4,34
7,4,4
7,3,2
0,4,2
7,3,10
0,3,2
0,4,7
7,4,60
0,3,34
0,3,3
7,4,16
0,3,2
7,4,2
7,3,2
0,4,20
0,4,70
0,4,3
0,4,4
7,4,6
7,4,5
0,4,6
7,4,24
7,3,3
0,4,2
0,3,2
7,3,13
7,4,38
7,3,2
0,4,25
0,3,28
0,3,55
0,3,2
7,3,29
0,4,52
0,3,51
7,3,7
7,4,17
0,3,42
0,4,47
7,4,46
0,3,2
0,3,2
7,3,21
7,3,2
7,3,41
7,4,7
7,3,39
7,4,38
7,3,7
0,4,2
0,3,10
7,4,6
7,4,18
7,4,5
7,3,31
7,3,4
0,4,26
7,4,28
0,3,2
7,3,2
0,4,7
0,3,24
0,4,2
7,3,3
7,3,2
7,3,20
0,4,15
0,4,7
7,3,15
0,3,16
7,3,2
7,4,14
0,4,13
7,3,7
0,4,6
0,4,2
7,3,4
0,3,6
7,3,3
7,3,6
7,4,2
0,3,4
0,3,2
0,4,2
0,4,1
