source,destination,holding_time
7,4,30
7,3,26
0,3,9
0,3,92
7,4,18
0,4,6
0,3,3
7,3,2
7,3,65
7,3,81
0,4,72
0,4,35
7,4,4
0,3,6
7,3,9
7,3,15
7,3,62
7,3,32
0,3,3
7,3,67
7,3,14
0,3,2
7,3,10
0,4,4
7,3,7
0,4,70
0,3,11
7,3,13
7,3,4
7,3,71
7,4,17
0,3,3
0,4,31
7,4,2
0,4,17
7,3,34
7,3,12
0,4,39
7,3,48
7,3,5
7,3,19
0,3,2
7,3,36
0,3,31
7,4,26
7,3,26
7,3,3
0,4,40
0,4,34
0,3,51
7,3,50
0,4,6
0,4,17
7,3,20
0,3,46
0,3,22
7,3,3
0,4,8
0,3,31
7,4,4
0,3,5
0,4,13
0,3,38
7,3,24
7,4,36
7,4,2
0,3,3
0,3,33
0,4,32
7,4,31
7,3,30
7,4,29
7,3,28
0,3,9
7,3,2
0,4,25
0,3,24
7,4,23
0,4,22
0,4,21
0,4,5
0,3,2
7,3,18
0,3,5
7,3,16
7,4,5
7,3,14
7,3,13
0,4,12
7,3,11
7,3,10
0,4,9
7,4,8
0,3,7
0,3,6
0,3,5
0,3,4
0,3,3
7,4,2
0,4,1
