source,destination,holding_time
0,4,5
7,3,8
7,4,77
7,4,80
0,3,11
7,4,26
0,4,65
0,3,2
0,3,7
0,4,7
0,4,20
0,4,58
7,3,56
0,4,4
0,3,23
0,4,62
7,4,2
0,3,2
7,3,5
0,3,81
7,3,15
0,3,31
7,3,11
0,4,4
7,3,7
0,4,2
0,4,74
7,3,25
0,3,72
0,3,12
7,3,2
7,4,3
0,3,3
7,4,2
0,3,14
7,3,3
0,3,14
0,3,17
0,4,2
0,3,61
0,3,6
0,4,20
7,3,8
0,4,11
0,4,35
0,4,2
0,3,19
0,3,2
7,4,52
7,3,51
7,4,50
7,4,27
7,4,5
0,3,2
0,4,2
7,3,8
7,4,2
7,3,34
0,4,2
0,3,2
0,4,21
7,3,9
7,3,10
7,4,2
7,3,15
7,3,8
7,4,8
7,4,4
0,4,32
0,3,12
0,3,2
0,3,29
0,4,28
0,3,12
0,4,8
0,3,25
0,3,24
0,4,2
7,4,2
0,4,21
7,4,20
0,3,4
7,3,2
7,4,2
7,3,16
7,4,15
0,4,2
7,4,2
0,4,12
0,3,11
7,4,10
7,3,2
7,3,8
7,3,2
0,3,2
0,4,5
0,3,4
0,4,3
7,3,2
7,3,1
