source,destination,holding_time
0,4,6
7,3,22
7,3,18
0,3,2
0,3,5
0,4,6
7,4,4
0,4,18
7,4,57
0,4,16
0,3,8
0,3,57
7,3,49
7,3,16
7,4,4
0,4,78
7,4,84
0,3,5
0,4,2
7,3,70
7,4,4
0,3,3
0,3,2
7,4,2
0,3,2
7,4,4
0,3,2
7,4,18
7,3,2
0,4,39
7,3,40
0,3,22
0,3,68
7,4,34
0,3,8
7,3,2
0,3,8
7,3,2
0,3,8
0,4,8
0,4,2
0,3,8
7,3,2
7,4,57
7,4,13
0,4,25
0,4,14
0,3,53
7,4,7
0,3,9
7,3,46
0,4,49
7,3,13
0,4,47
0,3,46
7,3,15
0,3,7
7,3,10
7,3,2
7,3,2
0,3,2
7,3,3
0,4,10
0,3,2
7,4,36
0,4,9
0,4,34
0,4,6
7,4,4
0,3,4
0,4,10
7,4,29
7,4,4
7,4,2
7,3,18
7,3,4
0,3,11
7,3,2
7,4,15
0,3,21
7,3,3
7,4,19
7,4,14
0,4,17
0,4,16
7,4,13
7,4,14
0,4,13
7,3,12
7,3,8
0,4,10
0,3,3
0,4,4
0,4,7
7,4,6
7,4,5
0,4,4
0,4,2
7,4,2
7,4,1
