source,destination,holding_time
7,4,17
7,4,23
0,4,15
0,3,4
0,4,33
0,4,3
0,4,2
0,3,14
7,4,3
7,3,46
0,3,90
7,3,24
7,4,2
0,3,12
7,3,2
0,4,11
0,4,2
7,3,82
7,3,60
0,3,4
0,3,80
7,4,3
0,4,17
0,3,2
7,4,76
7,3,12
7,4,3
0,4,30
0,4,3
0,4,8
7,4,13
7,3,69
7,4,3
7,3,4
0,4,2
0,3,17
7,3,56
7,4,11
0,3,18
0,4,52
7,3,2
0,3,25
7,4,4
0,3,23
0,4,56
7,4,16
7,4,43
0,4,3
0,4,29
7,3,39
0,3,26
0,4,49
0,4,5
7,4,17
0,3,2
0,3,15
7,3,42
0,4,43
0,4,39
7,3,3
0,3,4
7,4,39
7,3,28
0,3,37
7,3,2
7,4,17
7,3,34
7,4,24
7,4,32
7,3,31
0,4,21
0,3,17
7,4,19
0,4,14
0,3,26
7,3,5
0,4,24
7,3,16
7,3,22
7,4,21
7,3,20
0,4,19
0,3,18
7,3,2
0,3,10
0,4,13
0,4,14
7,3,2
0,4,2
7,4,11
0,4,2
0,4,9
0,3,8
7,4,6
7,3,6
0,4,5
7,4,4
7,3,2
0,4,2
7,3,1
