source,destination,holding_time
0,4,2
7,4,81
7,4,94
0,4,29
0,4,19
7,3,44
7,4,11
0,4,36
0,3,12
0,3,10
0,4,16
0,3,4
0,3,5
0,3,6
0,3,16
0,4,24
0,3,34
0,3,18
0,3,6
0,3,10
7,4,24
7,3,7
0,4,51
7,4,3
7,3,44
7,4,22
7,4,23
7,3,35
0,4,15
0,3,4
0,3,70
0,4,69
0,3,31
0,4,50
7,4,2
0,4,65
7,4,2
0,3,40
7,3,6
7,4,10
0,3,2
7,3,4
7,3,8
0,4,2
0,4,23
0,4,55
0,4,43
0,3,12
0,4,41
7,4,23
0,4,32
0,3,4
7,3,48
7,3,14
7,4,27
0,4,33
7,3,44
0,4,5
7,4,12
0,3,25
7,3,40
7,4,3
7,3,15
7,3,22
0,3,2
0,4,22
7,4,6
0,4,4
7,4,2
0,3,31
7,3,5
0,3,27
7,3,2
7,3,27
0,3,26
0,4,11
0,4,24
0,4,23
7,3,3
0,3,4
0,4,6
7,4,19
7,4,18
0,3,5
7,4,2
0,3,15
0,3,14
7,4,4
7,4,12
7,4,11
7,4,10
0,3,9
7,3,8
0,4,2
0,3,3
7,3,5
0,4,2
0,4,3
7,4,2
0,4,1
