source,destination,holding_time
0,3,6
0,4,10
0,4,6
0,3,78
7,3,2
7,3,3
7,4,2
7,3,2
7,3,2
0,3,4
7,4,12
0,4,19
7,3,3
7,3,38
7,3,2
0,3,3
7,4,3
7,4,2
0,3,4
0,3,2
7,4,2
7,3,2
7,3,4
7,3,14
0,4,25
0,3,16
0,4,6
0,4,2
7,4,3
7,3,51
0,4,2
0,4,2
0,4,2
7,4,2
7,4,2
7,4,5
0,3,2
0,4,5
0,3,62
7,4,2
0,4,7
0,3,2
7,3,2
7,4,2
0,4,2
0,4,2
7,4,2
0,4,13
0,4,2
7,4,2
7,3,2
7,3,2
0,3,48
0,3,2
7,3,2
7,3,3
0,3,2
0,3,3
0,4,2
0,4,6
0,3,2
7,4,2
7,4,7
0,3,15
0,3,36
7,4,2
7,3,21
0,3,4
7,4,3
7,3,3
0,4,2
7,3,4
0,3,2
7,3,2
0,3,4
0,3,9
7,3,2
7,4,2
0,3,9
7,4,4
7,4,20
0,4,9
7,3,2
7,3,2
7,4,2
0,3,2
0,4,10
0,4,2
0,3,2
0,4,2
7,3,5
0,3,6
7,3,4
0,3,2
0,4,6
7,3,5
7,3,2
7,4,3
7,3,2
7,4,1
