source,destination,holding_time
0,4,55
7,3,72
0,3,6
0,4,13
0,4,11
0,4,24
0,4,5
7,3,51
7,4,87
7,4,75
7,3,21
0,3,6
0,4,44
7,4,41
0,4,13
0,4,13
0,4,18
7,4,35
7,3,4
0,4,59
0,4,5
7,3,72
7,3,77
0,3,77
7,4,24
7,3,49
7,3,10
0,3,22
7,4,5
7,3,49
7,3,70
7,4,67
7,4,68
0,3,67
0,4,2
7,3,2
0,4,64
0,4,5
0,3,12
0,4,61
7,3,16
0,3,10
0,3,7
7,3,36
0,4,27
0,4,18
7,3,17
0,4,31
0,4,52
7,4,51
7,4,50
7,4,5
7,3,14
7,4,45
7,3,10
0,3,5
0,3,41
0,3,43
7,4,4
7,3,14
7,4,19
7,4,14
7,3,3
7,4,37
7,4,11
0,4,2
7,4,8
7,4,33
0,3,16
0,4,19
7,3,12
7,4,29
0,3,9
0,4,7
0,3,26
7,3,5
0,4,17
7,4,23
0,3,5
7,4,9
0,4,15
7,3,5
0,4,8
7,4,10
0,4,16
0,3,6
7,3,7
7,4,13
0,4,12
0,3,9
7,4,10
7,4,9
7,3,8
0,4,7
0,3,6
7,4,5
0,3,4
7,4,3
7,3,2
0,3,1
