source,destination,holding_time
7,3,18
7,4,14
7,4,23
7,4,20
0,4,69
7,4,40
7,4,14
0,4,2
0,4,4
0,4,7
7,4,5
0,4,3
7,4,4
0,4,5
7,4,3
0,4,18
7,3,3
7,4,2
7,3,4
0,4,10
7,3,2
0,4,2
0,4,42
7,3,13
7,4,2
0,4,65
7,4,33
0,3,73
0,3,16
0,4,19
7,4,2
7,3,61
7,3,36
0,4,21
7,3,64
0,4,2
0,4,38
7,3,7
0,3,62
0,3,4
7,4,3
7,3,45
7,3,58
0,4,2
7,4,44
0,3,15
7,4,2
0,3,4
7,3,31
7,4,2
7,4,3
7,3,23
7,3,48
0,4,4
0,4,2
0,4,4
7,4,9
0,3,3
7,4,2
0,4,41
7,4,40
0,3,2
7,3,2
0,4,37
7,3,5
0,4,6
0,3,12
0,4,2
7,4,32
7,4,31
7,3,2
7,4,9
7,3,28
0,4,7
0,3,2
7,3,6
0,4,2
7,4,2
0,3,2
0,3,2
0,3,20
0,3,19
0,3,18
7,3,5
0,4,2
0,3,15
7,4,13
0,3,4
0,4,2
7,3,6
7,4,4
7,3,6
7,4,2
0,3,7
7,4,5
7,4,5
0,3,4
7,3,3
0,4,2
7,3,1
