source,destination,holding_time
7,3,31
7,3,5
7,4,32
0,4,2
0,4,3
7,3,3
0,4,41
0,3,15
7,3,91
0,4,39
0,3,2
7,3,2
0,3,32
0,3,21
7,3,15
7,3,5
7,4,16
0,3,9
7,4,2
0,4,3
0,4,2
7,4,10
7,3,2
0,4,31
0,4,3
7,4,17
7,4,2
0,3,2
7,3,35
7,3,71
0,4,13
0,4,9
0,3,19
7,4,67
0,3,3
7,3,52
7,4,2
0,3,2
0,4,3
7,4,14
7,3,60
7,4,59
7,4,5
7,4,12
7,4,7
7,4,55
0,4,20
7,3,3
7,4,10
7,4,51
7,3,48
0,4,14
0,4,3
7,4,2
0,4,11
7,4,4
7,4,4
0,4,6
7,3,8
0,3,2
0,3,39
7,4,39
7,3,5
7,4,25
0,3,10
0,3,5
7,4,24
7,3,33
0,3,6
7,4,2
0,3,30
0,4,29
0,3,28
0,3,27
7,4,26
7,4,4
0,4,24
7,3,15
0,4,22
0,4,8
0,4,20
0,4,4
7,4,18
7,3,17
7,4,13
0,4,15
7,4,5
7,3,13
0,3,4
0,3,2
7,3,10
0,3,4
7,3,8
0,3,7
0,3,6
0,4,5
7,4,2
0,3,3
0,4,2
0,4,1
