source,destination,holding_time
7,3,3
0,4,37
0,4,4
0,3,16
0,3,2
0,3,3
7,3,15
0,3,2
7,4,2
0,4,9
0,4,2
7,3,23
0,4,26
7,3,55
7,4,5
0,3,21
0,3,10
7,3,2
0,4,52
7,3,44
0,3,80
0,4,79
0,3,32
0,4,22
0,3,3
7,3,3
7,3,10
0,3,73
7,4,3
0,3,5
7,4,29
7,4,3
0,3,4
0,3,6
0,3,57
7,4,3
7,4,64
7,3,36
7,3,51
0,4,61
0,3,2
0,3,6
0,4,2
7,4,15
7,3,10
0,3,20
0,4,16
0,3,2
0,3,14
0,4,29
0,3,5
7,3,10
7,3,48
0,3,2
0,4,46
0,4,45
0,3,11
7,3,10
0,4,9
0,3,41
0,3,6
7,3,2
0,4,21
7,4,8
7,3,2
7,4,4
0,4,19
0,3,3
0,4,27
0,3,2
0,3,14
0,3,29
7,3,10
7,4,6
0,4,5
0,4,2
7,3,2
7,3,2
7,3,22
7,4,4
7,4,5
0,4,19
7,3,18
0,4,17
7,4,2
7,3,10
0,4,14
0,3,3
0,4,8
0,3,2
0,3,10
7,3,9
7,4,8
0,3,7
0,3,5
7,4,5
7,4,2
0,3,3
0,3,2
0,3,1
