source,destination,holding_time
7,4,60
7,4,33
0,4,29
7,3,8
0,3,4
7,3,2
7,4,2
7,3,3
0,4,4
0,4,8
7,4,71
0,3,19
0,4,63
0,3,2
0,3,13
0,4,3
7,4,2
7,3,3
7,3,2
0,3,4
7,4,3
0,4,12
7,4,4
7,3,28
7,4,3
7,3,2
0,4,19
7,3,13
7,4,32
0,3,2
0,3,2
0,3,4
0,4,45
7,3,14
0,4,5
7,4,2
0,4,2
7,4,28
7,4,3
0,3,61
7,4,9
0,4,9
0,4,2
0,4,50
7,3,42
7,3,2
7,3,2
0,3,53
0,3,3
7,3,27
0,3,50
7,3,2
0,4,16
0,3,24
7,3,6
0,4,7
0,3,40
0,3,3
7,3,42
0,3,2
7,4,40
7,4,35
0,4,38
0,3,2
7,4,3
7,3,6
0,3,10
0,3,5
7,3,3
0,3,5
0,4,30
0,3,23
0,3,5
0,3,27
7,4,2
7,4,2
0,3,24
7,3,4
0,4,22
7,4,20
7,3,20
0,3,19
0,4,2
7,4,3
0,4,3
7,4,4
7,4,11
7,4,6
0,4,2
7,3,11
7,4,10
0,3,3
7,3,8
0,4,2
7,4,2
7,4,5
7,3,4
7,4,3
0,3,2
0,3,1
