source,destination,holding_time
7,3,4
7,4,10
7,3,50
7,4,74
7,4,5
7,3,34
0,3,11
0,4,49
7,4,35
0,4,52
0,3,23
7,4,3
0,3,4
7,4,8
0,4,77
7,3,5
0,4,21
0,4,28
7,3,9
7,3,78
7,3,3
0,3,29
7,3,19
0,4,77
0,4,76
7,4,13
7,3,43
0,4,44
0,3,2
7,3,10
7,3,49
7,4,39
7,4,25
7,4,26
0,3,66
0,3,2
0,3,64
0,4,24
7,3,29
0,3,8
0,3,11
0,3,16
0,3,23
7,4,36
0,4,15
7,3,13
0,3,39
0,4,7
7,4,43
7,4,2
0,4,45
7,3,19
0,4,10
0,3,47
0,3,46
0,3,45
0,4,26
0,4,19
0,3,42
0,3,8
0,4,36
0,4,27
0,4,38
0,3,5
7,4,36
0,3,35
0,3,34
0,3,33
0,4,32
7,3,8
0,3,6
0,4,29
7,3,28
0,4,3
7,3,23
7,3,14
0,3,24
7,3,12
0,4,22
7,3,21
0,3,9
0,3,3
0,4,5
0,3,15
0,3,3
7,4,11
0,3,5
0,3,13
7,4,12
0,3,11
0,4,8
7,4,3
0,3,2
0,4,7
0,4,2
0,4,5
0,3,4
7,4,2
7,3,2
0,3,1
