source,destination,holding_time
7,3,3
0,4,3
7,4,43
0,3,86
0,3,11
0,3,6
0,4,2
0,4,11
7,4,13
0,3,17
7,3,24
0,4,52
7,3,2
7,3,38
0,4,2
7,3,15
7,3,19
0,3,21
0,3,6
0,3,5
0,3,3
7,4,18
7,3,23
7,4,18
7,3,11
0,3,4
0,4,8
7,3,53
0,4,3
7,4,15
7,3,33
0,3,14
7,4,6
7,3,3
7,4,66
7,4,14
0,4,8
0,4,25
7,4,62
0,3,20
7,4,39
0,4,3
7,4,3
0,3,3
0,4,2
0,3,2
0,3,40
0,3,16
0,3,5
0,3,51
0,3,2
7,3,2
7,4,48
0,3,25
0,4,46
7,3,13
0,4,15
0,3,28
0,3,42
0,3,2
0,3,5
7,4,21
7,4,8
7,3,2
7,3,11
7,3,5
0,4,26
0,4,33
0,4,32
7,3,4
7,4,12
7,3,29
0,3,2
0,3,17
0,3,6
7,3,17
0,3,24
0,4,4
7,4,2
0,3,5
0,3,20
7,4,19
7,4,13
0,4,8
0,3,16
7,3,15
7,3,14
7,3,13
7,4,10
0,3,11
7,4,10
7,3,4
0,3,6
7,4,7
0,3,6
0,4,5
0,4,2
0,3,2
7,3,2
0,3,1
