source,destination,holding_time
0,4,74
0,3,12
7,3,33
0,4,72
7,3,37
7,3,2
7,4,2
0,4,42
0,4,37
0,3,58
0,4,4
7,3,30
0,4,3
7,3,4
7,4,65
0,3,43
0,3,13
7,4,9
7,3,49
7,3,53
0,3,51
7,4,79
7,4,56
0,3,22
7,4,2
7,4,9
7,4,9
0,4,42
7,3,23
0,3,5
7,4,48
7,4,2
0,4,45
0,4,67
7,3,9
0,3,63
0,3,31
7,4,14
0,4,2
0,4,2
7,3,5
7,3,11
0,4,58
7,3,2
7,4,56
7,4,55
7,3,2
7,4,53
7,4,8
7,3,16
0,4,50
0,4,32
0,4,42
0,4,47
7,4,46
7,4,27
7,4,3
7,3,38
7,3,42
0,3,41
7,3,2
7,3,39
0,4,38
7,4,37
0,4,17
7,3,16
0,3,14
0,4,33
7,3,2
0,4,31
7,4,14
7,3,23
7,3,2
7,4,19
7,4,26
7,4,20
7,4,2
7,4,8
0,4,13
0,4,3
7,4,20
0,3,18
7,3,7
7,4,8
0,4,16
7,3,15
0,3,14
7,4,13
7,3,2
0,3,5
7,3,4
0,4,9
7,4,8
0,3,6
7,4,6
7,3,3
0,3,4
0,4,3
0,4,2
0,3,1
