source,destination,holding_time
0,4,94
7,3,40
7,3,5
0,3,6
7,4,3
0,3,56
0,3,5
7,3,3
0,4,5
0,3,42
0,3,3
0,4,30
0,3,88
0,3,54
7,4,67
0,4,12
7,4,17
7,3,4
0,4,3
7,4,38
0,4,32
7,3,38
7,3,50
7,4,70
0,3,37
0,3,2
0,3,9
0,4,73
7,3,21
0,4,3
7,4,9
7,4,18
7,3,16
0,4,2
0,4,37
0,3,2
0,3,2
0,4,63
0,4,13
0,4,53
0,4,60
0,4,59
0,3,14
0,4,40
0,4,6
7,4,16
0,4,27
7,3,5
7,3,7
7,4,34
7,3,50
0,3,49
7,3,47
7,4,7
0,3,46
0,3,9
0,3,40
0,4,43
7,3,2
0,3,29
7,4,7
7,3,39
0,4,8
7,3,37
0,4,14
0,3,5
0,3,2
7,4,33
0,4,2
0,3,31
0,4,6
0,4,2
0,4,17
7,3,27
0,4,15
0,3,25
7,4,4
7,4,23
7,4,11
0,4,21
7,4,20
7,3,19
0,3,4
0,4,4
7,4,3
7,3,4
7,4,7
0,3,13
7,4,12
0,3,2
7,3,6
0,4,9
0,3,8
0,4,2
7,4,6
7,3,5
0,3,4
0,3,2
7,3,2
7,3,1
