source,destination,holding_time
0,3,2
7,3,4
7,4,2
7,4,10
7,4,2
7,3,3
7,4,5
7,3,8
7,4,2
7,4,2
7,3,2
7,4,2
0,3,2
0,4,2
7,4,4
0,4,38
7,3,10
0,4,2
0,3,2
7,4,8
0,3,34
0,3,3
7,4,2
0,3,2
0,4,2
0,3,3
7,4,74
0,3,2
7,4,33
0,4,2
0,3,5
7,3,6
0,3,4
0,3,4
0,4,7
7,3,2
7,3,12
0,4,53
7,4,62
7,3,4
0,4,2
7,4,6
0,4,16
0,4,3
7,4,14
7,4,3
0,3,2
0,4,2
7,4,6
0,4,2
0,4,2
7,3,2
0,3,5
0,3,6
7,4,9
0,4,2
0,3,2
7,4,4
7,4,4
0,3,28
0,3,40
0,4,2
7,4,10
7,3,2
7,3,3
0,4,3
0,4,5
0,3,4
7,4,2
7,3,11
0,4,30
0,3,3
7,4,28
0,3,5
0,3,5
7,4,2
7,3,9
7,4,2
0,3,2
7,4,2
0,4,3
0,3,3
0,4,2
7,4,17
7,3,5
0,3,8
0,3,2
0,4,2
0,4,12
0,3,6
7,3,4
7,4,9
0,3,2
7,3,3
0,3,3
0,4,3
7,3,4
7,4,3
0,4,2
7,3,1
