source,destination,holding_time
7,4,5
7,4,28
7,3,79
7,3,24
7,4,2
0,4,41
0,4,21
0,4,8
7,3,42
7,4,42
0,4,4
0,4,26
0,3,5
7,4,3
7,4,58
0,4,14
7,4,74
0,3,2
0,3,32
0,4,2
7,3,80
0,3,24
0,4,71
0,4,36
0,3,19
7,3,16
0,3,2
7,3,12
0,3,72
0,3,4
0,3,3
0,4,69
0,4,5
0,3,3
0,3,16
0,4,2
7,4,64
0,4,3
0,4,4
7,4,25
0,3,10
7,4,59
0,4,23
0,4,47
0,4,22
0,4,33
0,3,13
0,4,6
0,4,4
0,4,33
7,4,50
7,3,3
7,3,48
0,3,47
7,3,46
7,3,45
0,3,44
7,4,2
7,4,42
0,3,4
0,3,40
7,3,39
7,3,14
0,3,37
0,4,10
0,4,9
0,4,34
0,3,33
7,3,2
7,3,2
7,3,7
7,3,28
7,3,12
7,4,11
0,4,23
0,3,25
7,4,24
7,3,4
0,4,2
0,3,21
7,4,2
0,4,19
7,3,2
0,3,2
0,3,16
7,3,15
7,4,14
0,4,13
0,3,3
0,3,11
0,4,10
0,3,5
7,3,8
7,4,7
0,3,6
0,3,5
7,4,4
7,4,3
7,4,2
0,3,1
