source,destination,holding_time
7,4,5
7,3,4
0,3,2
0,3,95
0,3,5
0,3,41
0,3,12
7,4,9
0,3,12
7,4,15
0,4,4
0,3,4
0,3,2
7,4,2
0,4,63
7,4,85
0,3,3
7,3,2
7,3,2
7,4,71
7,4,34
0,4,3
0,4,6
7,4,6
0,3,22
0,3,5
0,3,74
0,4,57
0,3,16
0,3,6
0,4,2
7,3,2
0,3,2
7,3,3
7,4,66
7,4,2
7,4,64
0,3,2
7,4,62
7,4,39
7,4,4
0,4,30
0,3,6
0,4,4
0,4,15
0,4,12
0,3,54
0,4,26
0,4,52
0,3,4
0,3,40
7,4,49
0,3,3
7,3,6
7,3,2
0,4,4
7,3,9
7,3,43
7,3,3
7,4,19
7,3,40
0,4,5
0,4,14
0,3,5
7,3,36
7,4,13
7,3,7
0,4,2
7,4,6
0,4,3
0,4,20
0,4,2
7,4,2
0,4,27
0,3,2
0,3,12
0,4,24
0,4,2
7,4,22
0,3,17
7,3,2
0,4,19
7,3,18
0,3,12
0,3,13
7,3,15
7,4,3
7,3,2
7,3,3
7,4,2
0,3,8
0,3,9
0,3,8
7,3,5
0,4,6
0,4,5
0,4,4
0,3,3
7,4,2
0,4,1
