source,destination,holding_time
0,3,87
0,3,21
0,3,6
7,3,16
7,3,58
7,4,73
0,4,11
0,4,93
0,4,37
0,3,3
0,4,2
0,4,2
7,4,2
7,4,3
0,4,2
0,4,8
0,4,84
0,4,2
7,4,5
7,4,3
7,3,7
7,4,79
7,4,13
0,3,3
0,3,13
0,4,3
0,4,74
0,4,3
7,3,2
0,3,63
7,3,3
7,4,5
7,4,47
7,4,33
0,3,66
0,4,31
7,3,2
7,3,3
7,4,39
7,3,8
0,4,2
7,4,59
0,3,6
7,4,4
0,3,2
0,4,6
0,3,20
7,4,15
0,3,20
7,4,46
7,3,50
0,4,4
0,3,6
7,4,41
7,3,4
7,3,21
7,3,44
7,3,17
7,3,6
7,4,2
0,4,40
7,4,16
7,4,38
0,3,11
0,3,36
0,4,2
0,4,14
7,4,2
7,4,2
0,3,2
7,4,18
0,4,7
0,4,27
0,4,21
0,4,3
0,4,2
7,3,6
7,4,23
7,4,5
7,4,2
0,4,16
0,3,19
7,4,4
7,3,4
7,4,16
0,4,11
0,4,5
0,3,13
7,4,6
7,4,2
0,4,7
0,3,2
7,3,8
7,3,7
0,3,6
7,3,2
0,3,4
7,3,2
0,4,2
7,4,1
