source,destination,holding_time
0,4,4
7,3,8
0,3,4
0,4,2
7,3,4
0,4,2
7,3,2
7,4,44
7,3,3
0,3,2
0,3,22
0,4,2
7,4,4
0,3,4
7,4,2
0,3,28
0,4,5
7,4,9
7,4,5
7,3,2
0,4,2
7,4,2
0,3,28
0,3,3
0,4,2
0,4,2
7,3,2
0,4,2
7,3,2
0,4,2
7,3,6
0,3,2
0,4,6
7,3,3
7,3,4
7,3,2
7,4,3
0,3,6
7,3,2
7,4,2
0,4,9
0,4,2
0,4,2
7,3,3
7,4,22
0,4,2
0,3,5
0,3,13
0,4,3
7,4,2
0,4,2
7,3,49
0,3,2
7,4,47
7,3,4
0,4,4
7,3,6
7,3,2
7,3,2
7,3,2
7,3,40
7,4,6
7,3,38
7,3,2
0,4,2
0,3,3
7,4,2
0,3,11
7,4,3
0,4,2
7,4,2
0,4,2
7,3,9
7,3,2
0,3,3
7,3,19
0,3,17
7,4,4
0,4,2
7,3,21
0,3,2
0,4,2
0,4,18
7,4,2
0,3,2
0,3,15
0,4,7
7,3,4
0,3,10
0,3,2
0,4,4
0,4,2
7,4,3
7,4,7
0,3,2
0,3,2
0,3,4
0,4,3
7,3,2
7,3,1
