source,destination,holding_time
0,4,18
7,4,3
0,3,7
0,4,54
7,3,20
0,3,7
7,4,6
7,3,3
7,4,5
0,3,84
7,4,32
0,3,85
7,4,11
0,4,8
7,4,24
7,3,9
7,4,9
0,3,37
7,4,82
7,4,48
7,3,3
0,3,79
7,3,14
0,4,30
7,4,13
7,4,75
7,3,66
0,3,18
0,3,72
7,4,6
0,3,10
0,4,2
7,3,4
0,3,11
7,4,3
0,3,65
7,3,7
0,3,63
0,3,62
7,3,9
7,3,24
7,4,2
0,4,27
0,3,11
7,4,7
7,4,15
7,3,12
0,4,17
0,3,4
0,3,6
0,4,5
7,3,8
0,3,48
7,4,47
7,4,46
7,3,8
7,3,44
7,4,43
7,3,42
7,3,24
0,4,3
0,4,2
0,3,2
7,3,2
0,4,7
7,4,35
0,3,34
7,4,30
0,4,32
7,3,21
7,4,30
0,4,29
0,4,28
0,4,27
7,4,26
7,3,2
0,3,5
7,4,2
7,4,9
0,4,21
0,4,4
7,4,19
0,4,9
7,3,3
0,3,3
7,4,14
7,3,9
0,4,5
7,3,8
7,4,2
0,3,6
0,4,3
0,4,8
0,4,3
0,4,6
7,3,3
0,4,4
7,3,3
7,4,2
7,3,1
