source,destination,holding_time
7,4,2
0,3,26
0,3,57
0,3,21
7,3,10
7,4,7
0,4,2
7,3,16
7,4,2
0,4,8
0,3,12
7,3,78
0,3,2
7,3,2
7,4,9
7,3,2
7,4,3
7,3,14
7,4,46
0,3,3
0,3,3
7,4,2
0,3,14
0,3,77
7,3,3
0,3,18
7,4,38
7,4,2
0,3,4
0,3,2
0,4,4
7,4,7
7,3,7
0,3,17
7,3,12
7,4,2
7,3,6
7,3,2
0,4,10
7,3,14
0,4,3
7,4,4
7,4,58
0,4,2
7,3,3
7,3,16
0,4,17
0,3,2
7,3,52
0,4,20
7,4,2
0,4,49
0,3,9
0,4,3
0,4,32
0,4,26
0,4,5
7,4,5
7,4,5
0,3,6
7,4,2
0,3,19
0,4,10
0,3,2
7,4,4
0,3,35
0,4,27
0,4,2
7,4,2
7,4,2
7,4,2
7,4,12
0,4,3
0,4,2
7,4,5
7,4,12
7,4,6
0,3,7
7,3,2
0,4,21
7,3,16
7,4,19
7,3,18
7,4,17
0,3,6
7,3,3
0,4,14
0,4,3
7,4,12
0,3,8
7,4,10
0,3,7
0,4,8
0,3,3
0,4,6
7,3,5
7,4,4
0,3,3
7,4,2
7,3,1
