source,destination,holding_time
7,4,2
7,3,60
7,3,73
0,3,5
0,4,96
7,4,9
0,3,4
0,4,25
0,4,3
7,4,76
7,4,68
0,4,7
0,3,2
0,3,65
7,4,5
0,4,23
7,3,51
7,3,4
0,3,11
7,4,33
7,3,43
0,4,79
7,4,18
7,3,30
7,3,32
7,4,50
0,3,3
7,4,48
7,4,72
0,4,3
0,4,24
7,3,14
7,3,3
7,4,15
7,3,8
0,4,2
7,4,43
0,4,63
7,4,2
0,3,12
7,4,7
7,4,5
7,3,2
0,4,2
7,3,15
0,3,55
0,4,54
0,3,53
7,4,24
7,3,2
0,4,12
7,3,10
0,3,11
7,3,47
0,4,11
7,4,17
7,3,26
0,3,13
7,4,14
7,3,36
7,3,40
0,3,5
7,4,17
7,4,32
7,3,7
0,3,3
0,3,5
7,4,33
0,4,32
7,3,31
0,4,13
7,3,10
7,4,28
7,4,3
0,3,26
7,4,25
0,3,16
7,3,23
0,3,10
0,4,5
0,3,20
0,4,7
7,3,18
0,3,11
0,3,16
0,4,15
0,4,14
7,4,13
0,3,4
0,4,4
7,3,10
7,4,9
0,4,8
7,4,7
0,3,2
7,3,5
7,3,4
0,4,3
7,4,2
7,4,1
