source,destination,holding_time
7,3,92
7,3,74
7,4,55
0,4,4
0,4,32
0,3,2
0,4,7
0,3,15
7,3,12
0,4,89
7,3,51
0,4,2
0,4,28
7,4,47
0,3,3
7,3,78
0,4,33
7,4,36
0,3,25
0,3,5
7,4,10
7,4,20
0,4,5
0,4,4
0,3,4
0,3,16
0,3,63
0,3,42
7,4,72
0,3,4
7,4,6
7,3,2
0,3,11
0,3,7
0,3,33
7,4,4
7,3,64
0,3,63
0,4,62
7,4,61
7,4,11
7,3,8
0,3,23
0,4,11
0,4,12
7,4,11
7,3,54
0,4,2
0,3,27
0,4,2
0,3,3
0,4,29
7,3,10
7,4,47
7,4,2
7,4,37
7,4,44
7,4,33
0,4,2
7,4,17
7,3,2
0,3,39
0,4,38
0,3,37
7,3,36
0,4,35
0,4,34
7,3,33
7,3,28
7,4,8
7,3,30
7,3,8
7,3,24
0,4,4
7,4,16
0,4,25
0,3,2
7,4,6
0,3,5
7,4,13
0,3,20
7,3,4
7,3,5
0,4,2
0,3,16
7,3,13
0,3,2
0,3,4
7,4,12
0,3,11
7,4,10
7,3,9
0,3,3
0,3,7
7,3,6
7,4,5
0,4,4
0,4,3
0,3,2
0,4,1
