source,destination,holding_time
7,3,3
0,4,5
0,4,2
0,3,2
0,4,9
7,4,2
0,4,2
7,4,11
0,3,48
7,4,3
7,4,2
0,3,3
0,4,4
0,4,2
0,3,2
7,3,4
7,4,2
0,3,8
0,3,41
7,4,2
0,3,5
7,3,3
0,3,5
0,4,3
0,4,2
7,4,4
0,3,4
7,4,5
7,4,3
7,4,20
7,3,3
0,3,2
7,3,17
7,3,12
0,3,2
0,4,2
0,3,6
7,3,2
0,4,23
7,4,15
7,4,8
0,4,3
7,3,2
7,4,2
7,3,2
0,4,2
0,3,2
0,3,2
0,3,3
7,3,2
0,3,43
0,4,2
7,3,8
0,3,2
0,4,5
0,4,2
0,4,6
0,3,36
7,4,42
7,3,12
7,4,2
0,3,31
0,3,12
7,4,37
7,3,3
7,4,2
7,4,7
7,4,3
0,4,14
7,3,4
7,4,2
7,4,2
0,4,2
7,3,27
7,3,26
0,4,22
0,4,2
0,4,5
0,4,4
0,4,3
0,4,11
7,3,19
7,3,7
0,3,2
7,3,16
7,4,15
7,3,2
0,3,2
7,4,2
0,3,2
0,4,4
0,3,2
0,4,6
7,4,2
0,4,2
7,4,3
7,4,4
7,4,2
0,3,2
0,4,1
