source,destination,holding_time
7,3,22
0,3,92
7,4,6
7,3,9
0,3,5
0,3,44
0,3,17
0,3,2
7,4,9
7,3,8
7,4,10
0,3,9
7,3,5
0,4,2
0,3,4
0,3,79
7,4,27
7,4,37
0,4,9
7,3,7
7,4,80
7,3,65
7,4,78
0,4,15
7,3,4
0,4,40
7,4,61
0,4,2
0,4,15
0,3,9
7,4,70
0,4,2
0,3,42
7,4,33
7,4,7
7,4,4
0,4,7
7,4,22
7,4,62
7,3,34
0,3,20
0,4,31
7,3,10
0,3,57
7,3,37
0,4,32
0,4,7
7,3,53
7,3,8
0,4,22
0,3,2
0,3,32
0,4,42
0,3,3
7,3,3
7,4,6
7,4,17
0,4,14
0,4,42
7,3,2
7,3,39
7,4,10
7,3,4
7,4,37
0,3,36
7,4,2
7,3,18
7,4,29
0,3,28
0,3,31
7,4,10
0,3,5
7,4,16
7,3,23
0,4,26
7,3,25
7,4,11
7,3,23
7,4,22
0,3,7
0,4,20
0,3,19
7,3,18
0,4,2
7,4,16
0,4,3
0,4,14
0,3,9
7,4,9
0,3,8
0,3,10
0,3,2
7,3,3
7,4,7
7,4,6
0,3,5
7,4,4
7,4,3
7,3,2
0,4,1
