source,destination,holding_time
7,4,2
0,3,26
7,4,3
0,3,5
0,3,5
0,3,10
7,3,8
7,4,2
0,4,2
0,3,2
0,3,3
0,4,28
0,3,3
7,3,4
7,4,12
0,4,3
7,3,14
7,4,20
0,3,2
7,4,4
0,3,2
0,4,3
0,3,4
7,4,15
0,3,14
7,4,75
0,4,30
7,4,2
0,3,6
7,3,10
0,3,2
0,3,7
0,3,2
7,4,2
0,3,3
0,3,10
7,4,3
7,3,8
0,3,2
7,4,3
0,4,13
7,3,2
0,4,6
0,3,3
0,3,56
7,3,2
0,4,2
0,3,2
7,4,52
0,3,2
0,4,2
7,3,2
0,3,3
7,3,3
0,4,2
7,4,2
0,3,2
0,4,2
7,4,3
0,3,8
0,3,2
0,3,10
0,3,9
0,3,4
7,4,6
0,4,2
7,4,2
0,4,3
0,4,2
0,3,6
0,3,6
7,4,5
0,4,2
0,4,27
7,4,2
7,4,4
0,3,3
7,4,6
0,4,6
7,3,21
7,4,2
7,4,2
0,4,3
7,4,9
7,3,3
0,4,3
7,4,2
0,3,13
7,4,2
7,4,2
0,3,2
7,4,4
0,3,2
0,3,4
7,3,6
7,3,3
0,3,2
0,3,3
0,3,2
0,3,1
