source,destination,holding_time
0,4,28
7,4,87
0,3,3
7,4,7
0,3,3
0,3,2
0,3,17
7,3,2
0,3,3
7,4,4
0,4,3
0,4,59
0,3,5
7,3,63
0,3,2
7,4,31
7,4,74
0,4,12
0,3,2
0,3,2
0,4,65
7,4,7
0,3,25
7,3,2
7,4,28
7,4,2
7,4,2
0,4,8
0,4,35
0,3,24
0,3,70
0,3,3
0,3,2
0,4,5
0,4,45
0,4,2
7,4,6
7,4,20
7,3,19
0,4,2
7,3,17
0,4,24
7,4,58
7,3,4
0,4,3
0,4,2
0,3,50
7,4,2
0,3,5
7,3,2
7,3,9
0,3,2
7,4,6
0,4,47
0,4,9
7,4,3
7,3,2
7,4,5
7,3,4
0,4,33
7,4,2
7,4,20
7,3,38
7,4,10
7,4,6
0,4,35
0,4,8
7,4,2
0,3,2
0,4,2
0,4,30
0,4,29
7,3,28
7,3,21
7,3,4
0,3,3
0,4,3
0,3,23
0,3,22
7,4,21
7,4,20
7,4,17
0,4,2
0,4,5
0,4,4
0,3,15
0,4,4
0,4,2
0,3,4
7,4,3
0,4,3
7,3,9
7,4,4
0,3,7
0,4,5
0,3,2
7,4,4
0,4,2
7,3,2
7,3,1
