source,destination,holding_time
7,3,22
7,3,4
0,4,3
7,4,3
7,4,3
0,4,2
7,3,2
7,4,7
7,4,2
7,4,3
7,4,2
7,4,4
7,4,2
0,3,3
0,3,4
7,3,2
0,4,44
0,3,8
7,3,4
0,4,2
7,4,4
0,3,2
0,3,17
0,4,53
0,3,25
0,4,2
0,4,40
0,4,5
7,4,11
7,3,8
0,3,38
7,3,3
7,4,2
0,3,20
7,3,2
7,3,2
0,4,3
0,3,3
0,3,7
0,3,5
7,3,5
7,4,7
0,3,2
7,4,2
0,4,2
0,4,52
0,4,54
0,3,7
7,4,4
7,3,12
0,4,7
7,3,2
7,3,4
7,3,2
7,3,33
7,3,36
0,4,15
7,3,2
7,4,3
7,3,4
0,3,3
0,3,11
0,4,3
0,4,9
0,4,3
0,4,9
0,3,2
0,3,3
7,4,3
0,3,2
7,3,6
7,3,2
7,3,2
0,4,2
0,3,2
0,3,3
7,3,6
0,3,2
0,3,2
7,4,7
7,4,2
0,4,19
7,4,14
0,4,17
0,4,16
7,4,3
0,3,4
0,3,2
7,3,6
7,3,3
7,4,10
0,4,9
0,3,8
7,3,7
0,4,2
0,4,5
0,3,4
7,3,3
7,4,2
0,3,1
