source,destination,holding_time
7,4,2
7,3,2
0,3,2
0,4,4
0,4,2
0,4,2
7,4,4
7,4,2
0,3,16
7,4,28
7,4,30
7,4,2
0,3,3
7,4,57
0,4,2
7,3,2
0,3,2
0,3,7
7,3,10
7,4,2
0,4,2
0,3,47
7,4,5
7,3,8
7,3,2
7,4,3
0,4,2
0,3,6
7,4,2
0,4,39
7,4,35
0,3,4
0,4,2
7,3,4
0,3,2
7,3,8
0,3,42
7,3,3
7,3,2
0,3,2
7,3,4
0,4,2
7,4,3
0,4,37
7,4,2
7,3,2
0,4,2
0,3,29
0,4,36
0,4,3
7,3,2
0,3,2
7,4,2
0,4,2
7,3,3
0,3,2
0,4,2
0,4,11
7,3,7
0,3,3
0,4,3
0,3,2
0,3,2
7,3,15
0,3,2
7,4,2
0,4,4
0,3,9
0,4,4
0,3,2
7,3,2
7,4,2
7,3,2
0,4,5
0,4,10
0,3,5
0,4,4
7,4,18
7,4,2
7,3,3
7,3,2
0,4,14
7,4,11
7,4,6
0,3,2
0,4,15
0,3,3
7,3,9
0,4,2
7,3,2
0,4,3
0,4,9
7,4,8
0,4,2
7,4,2
7,3,3
0,3,2
7,4,2
7,4,2
0,4,1
