source,destination,holding_time
7,4,63
0,3,2
0,3,4
0,3,3
0,4,2
0,3,35
0,4,71
0,4,4
0,3,75
7,4,79
7,3,4
0,4,4
7,3,2
7,4,5
0,3,9
0,3,23
0,3,73
7,4,22
7,3,2
0,3,18
0,4,2
0,3,7
7,4,3
7,3,41
0,4,7
0,3,5
0,3,2
0,4,3
0,3,2
7,4,18
0,3,5
7,4,2
7,3,4
0,3,42
0,3,6
7,4,36
7,3,2
0,4,15
7,3,49
7,4,40
0,4,3
0,3,59
0,4,4
0,4,27
0,4,2
7,4,2
0,3,36
0,3,5
7,4,4
7,3,3
7,4,22
0,4,31
0,3,40
7,3,2
0,3,2
0,4,10
7,3,5
0,4,8
7,3,4
0,3,5
0,3,8
7,4,12
0,3,2
7,4,2
7,3,11
0,4,4
7,4,34
7,4,10
7,4,3
7,4,3
7,3,3
7,4,28
7,3,2
7,3,27
0,3,11
7,3,25
0,3,3
0,4,2
7,3,13
0,4,2
0,3,20
0,3,3
0,4,11
7,3,9
7,4,3
7,4,2
0,4,14
0,4,13
0,4,6
7,3,11
0,3,7
7,3,9
7,4,8
0,3,7
0,4,6
0,4,3
7,4,4
0,3,2
7,3,2
7,4,1
