source,destination,holding_time
7,3,13
7,4,40
0,4,4
0,4,6
0,4,17
7,4,9
0,3,12
0,4,2
7,4,19
0,4,53
0,3,2
0,4,41
7,3,19
0,4,9
7,3,38
7,4,8
0,4,50
0,4,4
7,3,25
7,4,72
7,3,17
7,3,36
7,4,2
7,4,3
7,3,2
0,4,6
0,4,3
7,4,31
7,3,2
7,4,3
0,3,17
7,4,61
0,4,23
0,4,6
0,3,60
7,4,3
0,4,41
7,3,63
0,4,62
0,3,5
0,3,2
0,3,48
0,3,51
0,4,19
0,3,56
0,3,3
7,4,7
0,4,35
7,4,20
0,4,11
0,3,2
7,3,9
0,3,6
0,4,47
7,4,46
0,4,8
7,4,44
0,4,43
7,4,28
0,3,2
7,3,40
7,3,39
0,4,38
0,4,36
0,4,2
7,4,17
0,3,34
7,4,6
7,3,32
7,4,4
0,3,3
0,3,16
7,3,28
0,3,4
7,3,26
0,3,8
7,4,24
7,3,6
7,4,2
0,3,21
7,3,4
7,3,19
0,4,18
7,3,2
0,3,16
7,3,3
0,4,9
0,4,13
7,4,3
0,4,3
7,4,10
0,4,4
7,3,8
0,4,7
0,4,6
7,4,3
7,4,4
0,4,3
7,4,2
7,3,1
