source,destination,holding_time
7,4,8
7,4,4
7,3,9
7,4,20
0,4,71
0,3,2
7,4,12
7,4,14
0,3,29
0,4,46
7,3,67
0,4,52
0,4,4
0,3,11
7,3,3
7,4,44
7,3,8
0,3,22
7,3,19
0,4,36
0,4,2
7,3,2
7,3,2
0,4,26
0,3,3
7,3,3
7,4,21
0,4,18
0,3,52
7,4,7
0,4,23
7,3,15
7,3,68
7,4,48
7,4,46
7,3,45
7,4,2
7,3,52
0,4,2
7,4,3
7,3,2
7,4,3
0,3,2
7,4,3
0,4,7
0,3,2
0,3,2
7,3,7
7,3,52
7,4,5
7,4,50
0,3,23
7,3,21
7,4,9
7,4,17
7,4,7
0,4,2
7,4,7
0,3,5
7,4,5
7,3,12
7,3,33
0,4,6
7,3,37
7,3,13
7,3,2
7,3,34
7,4,32
7,4,20
7,4,5
7,4,2
0,4,26
0,3,2
0,3,6
7,3,24
0,3,25
7,4,4
0,4,8
7,4,4
0,3,21
7,3,16
7,3,19
0,3,18
0,3,4
7,4,3
0,4,4
7,4,14
0,4,2
0,4,2
7,3,11
0,3,3
7,3,9
7,4,8
7,3,7
7,3,2
7,4,5
0,4,4
7,4,2
0,3,2
0,4,1
