source,destination,holding_time
0,4,76
0,4,3
7,4,79
0,4,20
7,3,12
7,4,2
7,3,15
7,4,39
7,4,47
7,3,7
0,4,3
0,4,5
7,3,88
7,4,87
0,3,51
0,4,13
0,3,8
7,3,83
7,4,53
0,3,33
0,4,13
0,3,13
0,4,77
7,3,45
0,3,11
0,3,3
7,4,47
7,4,73
7,3,55
7,4,40
0,4,20
0,3,62
0,4,68
7,4,59
7,3,66
0,4,6
7,4,56
7,4,6
0,3,2
0,3,61
0,3,2
0,4,59
0,3,58
7,4,16
7,4,2
7,3,37
0,4,54
0,3,53
0,4,21
0,4,3
7,3,50
0,3,3
7,4,5
0,3,15
0,3,24
7,3,5
7,4,3
7,3,31
7,3,42
0,4,2
0,3,2
0,4,39
7,3,11
7,4,15
7,3,9
7,4,32
0,4,34
7,4,33
0,4,32
0,3,13
7,3,30
0,4,14
0,4,28
7,4,9
7,3,26
7,3,25
7,4,8
0,3,23
0,3,7
0,4,21
7,3,17
0,4,19
0,3,9
7,4,2
7,3,3
0,3,6
7,4,14
7,3,13
0,4,12
0,3,4
0,3,10
0,3,9
7,3,5
7,4,2
0,3,4
0,4,4
7,4,4
0,4,3
0,3,2
0,4,1
