source,destination,holding_time
0,3,43
0,3,5
7,3,60
7,3,26
7,3,41
0,4,2
0,3,4
7,4,24
7,4,17
7,3,2
0,4,69
7,3,3
0,3,26
0,4,2
0,4,5
0,4,2
0,3,21
7,3,83
7,3,9
0,4,3
0,4,9
7,3,4
0,4,73
7,3,3
7,3,10
0,3,6
0,3,4
0,3,9
0,4,44
0,4,37
7,4,2
7,4,2
0,3,9
7,3,3
0,3,47
7,3,14
0,3,2
0,3,24
0,4,2
0,3,10
7,3,43
7,3,23
7,4,58
7,3,8
0,3,3
0,4,55
7,4,2
0,4,2
7,4,52
7,4,17
0,4,16
0,4,3
0,3,2
0,3,47
7,3,8
7,4,32
7,3,3
7,4,4
0,4,12
7,4,19
0,4,40
0,4,4
7,3,38
0,4,19
0,3,16
0,3,35
7,4,10
7,3,2
0,3,2
7,4,31
0,3,30
7,4,2
7,4,2
7,3,19
7,3,5
7,4,25
0,3,21
0,4,10
0,3,4
0,3,8
0,4,20
0,3,2
7,4,2
7,3,2
7,4,16
7,3,15
7,4,7
0,4,13
7,3,2
0,3,5
0,4,2
0,3,9
7,4,8
7,3,7
7,3,3
0,3,5
7,4,4
0,3,3
0,4,2
0,4,1
