source,destination,holding_time
0,3,80
0,4,64
0,4,4
7,4,2
0,3,3
7,3,5
0,4,13
0,4,6
7,4,2
0,3,34
0,3,11
0,4,69
0,4,17
7,3,2
0,3,7
0,3,45
0,3,68
7,3,9
7,4,55
7,3,2
7,4,3
0,4,48
0,3,26
0,4,69
7,3,40
7,4,23
0,3,13
0,4,2
7,3,4
0,3,28
0,3,11
0,3,24
7,3,13
7,3,52
7,4,22
7,3,34
0,4,2
7,3,4
0,3,5
0,3,24
7,3,7
7,3,2
7,4,39
7,4,9
7,4,27
0,3,55
0,3,2
7,3,4
0,4,2
0,3,7
7,4,5
0,4,6
0,3,43
0,3,2
7,3,8
0,3,31
0,3,3
0,4,31
7,4,24
7,4,12
7,4,5
7,3,3
7,4,10
7,4,4
7,4,3
0,3,2
7,3,34
7,3,33
7,4,32
7,3,28
7,4,30
7,4,4
0,3,7
0,3,2
7,4,3
0,4,5
0,4,23
0,3,2
7,4,22
7,4,21
7,4,20
7,4,19
7,4,4
0,3,17
7,4,9
7,3,15
0,3,2
7,3,13
7,4,8
7,3,11
7,4,3
0,4,9
0,3,4
7,3,2
7,3,6
0,4,5
0,4,4
0,3,3
0,4,2
0,3,1
