source,destination,holding_time
7,4,31
0,3,5
7,3,18
0,4,21
7,4,9
0,4,6
0,4,5
0,3,24
7,4,4
0,4,12
7,3,2
7,3,18
7,3,59
0,3,8
7,4,76
0,3,85
0,3,70
7,3,3
0,3,18
7,4,2
7,3,10
7,4,2
0,4,12
0,4,4
0,4,2
7,3,13
7,3,3
7,3,2
7,3,20
7,4,2
0,4,3
7,4,16
7,3,64
7,4,61
0,3,66
7,3,4
7,4,2
7,4,2
0,4,3
7,4,4
0,3,4
0,4,3
0,3,2
7,3,5
0,3,7
0,3,53
7,3,54
0,3,2
7,3,34
7,3,25
7,3,20
0,4,3
0,4,48
7,3,42
7,3,20
0,3,12
7,3,2
7,4,2
7,4,12
0,3,2
0,3,11
7,4,21
7,4,3
0,4,4
7,3,5
7,3,8
7,4,34
0,3,4
0,3,32
0,3,3
0,3,13
7,4,29
0,3,3
7,3,25
0,3,8
7,3,9
7,4,19
0,3,2
7,4,8
7,3,4
7,3,2
0,4,4
0,3,18
7,3,11
7,3,2
0,3,2
0,3,8
0,4,13
7,3,3
7,4,11
0,3,10
0,3,6
7,4,8
7,3,7
7,3,6
0,4,5
0,3,2
7,3,3
7,3,2
0,4,1
