source,destination,holding_time
0,4,24
0,4,3
7,4,18
7,4,2
0,4,33
7,4,2
0,4,94
7,3,33
0,4,2
7,3,17
0,3,3
0,3,6
7,3,21
7,3,11
7,4,4
7,3,2
0,3,5
0,3,52
7,4,4
7,4,2
7,3,61
7,4,22
7,4,31
0,4,4
0,3,51
0,4,3
0,3,4
0,4,3
7,3,72
0,4,4
0,3,3
0,3,45
7,4,3
0,4,8
0,3,2
0,3,40
0,4,47
0,4,12
7,3,31
7,3,56
7,4,7
0,3,10
7,3,58
0,4,10
0,4,2
7,4,42
0,4,5
0,3,9
7,3,4
0,3,6
7,3,2
7,3,2
0,3,6
0,4,19
7,3,22
0,3,44
0,4,25
7,3,16
7,3,2
7,4,3
0,3,2
7,4,7
7,3,38
7,3,15
7,3,36
7,3,35
0,3,34
7,3,33
7,3,10
7,3,2
7,4,12
7,3,3
7,3,14
7,4,27
7,4,3
7,3,25
7,3,8
7,4,23
7,3,7
0,3,21
0,4,2
7,3,10
7,3,18
7,4,2
7,3,4
7,4,15
0,3,2
7,3,13
7,3,12
0,3,2
0,4,2
0,4,9
0,3,8
0,4,7
0,3,6
7,4,3
0,4,4
7,4,2
0,3,2
7,3,1
