source,destination,holding_time
0,3,23
0,4,23
0,3,3
0,3,30
7,3,12
7,3,6
0,3,2
7,4,37
7,3,3
0,3,21
0,3,44
0,3,18
7,4,18
0,3,17
7,3,9
7,4,21
0,4,2
7,3,58
7,4,48
0,4,12
7,3,14
7,3,14
0,4,2
0,4,2
7,4,3
0,4,75
7,3,5
7,4,39
7,3,2
0,3,7
0,4,18
7,4,3
0,4,20
7,4,22
7,3,12
0,4,49
0,4,64
7,4,4
0,4,62
7,4,3
7,4,34
0,4,2
7,4,19
7,3,2
0,3,56
0,3,43
7,4,2
0,4,53
0,3,52
7,3,20
7,3,2
7,3,11
7,3,41
0,4,18
0,4,8
7,4,5
0,3,8
0,4,30
7,4,4
7,4,41
0,4,2
0,3,39
0,3,9
0,3,12
7,4,2
0,4,35
0,3,17
0,4,33
7,4,32
0,4,5
7,4,17
0,3,2
0,3,9
0,3,27
0,3,26
7,3,2
0,4,24
0,3,23
0,4,7
7,3,10
0,4,5
0,4,2
7,3,18
0,4,17
7,3,15
7,3,15
7,4,14
0,3,10
0,3,12
0,4,2
0,3,3
7,4,9
0,3,8
0,4,7
7,3,3
7,4,5
7,4,4
7,3,3
0,4,2
7,3,1
