source,destination,holding_time
0,4,51
7,4,24
7,3,7
7,4,38
7,3,13
0,3,16
0,4,38
0,4,56
7,3,14
7,4,10
0,3,3
7,3,8
0,4,5
7,3,7
7,4,8
7,4,8
7,4,2
7,4,70
0,4,80
7,3,18
7,4,73
7,4,79
7,4,27
0,3,77
7,4,5
0,4,7
7,3,28
7,4,63
0,3,9
0,4,35
0,3,70
0,4,51
7,3,7
7,4,4
0,4,2
7,4,3
7,3,58
7,3,59
0,3,46
7,3,5
7,4,29
7,3,2
7,4,31
0,4,14
7,3,21
0,4,55
0,4,21
7,4,19
7,3,4
0,3,2
7,3,49
0,3,2
0,3,48
0,4,47
7,4,3
7,3,23
0,4,44
0,4,43
7,3,14
0,4,2
7,4,40
7,4,28
7,4,8
0,3,2
7,4,20
7,3,35
7,3,3
7,4,19
0,3,20
7,4,4
7,4,30
0,3,29
7,4,9
0,4,2
0,3,26
7,4,2
7,4,24
0,4,10
0,3,22
7,3,13
0,4,3
0,3,16
0,4,18
7,3,17
0,4,16
0,4,15
7,4,14
0,3,6
7,4,6
7,4,6
0,3,10
0,4,9
0,3,8
7,3,7
0,4,6
7,4,5
0,4,4
0,4,3
0,4,2
7,3,1
