source,destination,holding_time
0,3,45
7,4,19
7,3,45
0,3,2
7,3,2
0,4,10
0,3,3
0,4,2
0,3,20
0,3,31
7,3,5
7,3,28
0,4,2
7,3,46
0,4,53
7,4,2
0,3,7
0,4,2
7,3,15
7,4,7
7,4,7
7,3,8
7,3,33
7,4,63
7,4,49
0,3,3
0,4,10
7,4,38
7,4,48
0,3,10
0,4,2
7,4,25
0,4,4
0,4,6
0,4,46
7,4,2
7,3,3
0,3,22
0,4,33
7,3,10
0,3,2
7,4,9
0,4,3
0,3,7
0,4,56
7,3,9
0,4,15
0,4,53
7,4,5
7,3,15
0,4,2
7,3,13
0,3,6
0,3,47
0,3,6
7,3,41
0,3,44
0,4,43
7,3,42
7,4,4
0,3,9
0,4,5
0,3,4
7,4,27
0,4,2
7,3,7
0,4,34
0,3,33
7,3,19
0,3,2
7,3,8
7,4,6
0,3,5
7,3,2
7,4,12
7,3,7
0,4,7
0,3,2
7,3,22
0,4,21
0,3,2
7,4,19
7,4,2
0,4,5
0,4,16
7,3,15
7,4,2
0,3,13
7,3,5
7,3,2
7,3,3
7,4,9
0,4,8
0,4,2
7,3,6
7,3,5
0,3,4
7,3,2
7,4,2
7,3,1
