source,destination,holding_time
0,3,6
7,3,7
7,3,7
0,4,4
0,4,28
7,4,95
7,3,58
0,4,62
7,4,2
0,4,7
0,3,51
7,4,3
7,3,4
0,3,9
0,3,9
0,4,76
7,3,24
0,4,73
7,3,16
0,3,81
0,4,75
0,3,52
0,3,2
7,3,54
0,4,22
0,4,23
0,3,4
0,3,39
7,4,34
0,4,37
7,4,25
7,3,29
7,3,68
7,3,27
7,3,14
0,4,65
7,4,64
0,4,2
7,4,9
0,3,17
0,3,3
7,3,41
0,4,4
0,3,4
0,4,9
0,3,24
0,4,54
0,3,5
7,3,52
0,4,20
7,3,31
7,3,7
0,4,25
7,3,2
0,4,3
7,3,35
7,3,44
7,3,12
7,3,6
0,3,5
0,3,15
7,3,2
0,4,10
0,4,32
7,3,28
0,3,23
0,4,29
7,3,2
0,3,32
7,4,5
7,4,30
0,4,29
7,4,2
7,3,12
0,3,10
0,4,2
0,3,24
7,4,23
7,3,4
7,3,2
7,3,20
7,4,19
0,3,18
7,3,17
0,3,16
7,3,4
7,3,14
0,3,13
0,3,12
7,4,11
7,4,2
0,3,8
7,3,2
0,4,7
0,3,5
7,3,5
7,3,4
7,3,3
0,3,2
7,4,1
