source,destination,holding_time
7,4,2
7,3,2
7,4,4
0,3,2
7,4,3
0,4,8
0,4,3
7,3,75
0,3,2
0,3,17
7,4,2
0,3,2
0,4,4
0,4,3
0,4,2
7,4,2
7,4,2
0,3,8
0,3,2
7,3,2
0,3,2
7,3,2
7,3,2
0,3,22
7,3,4
0,3,2
0,4,3
7,3,73
0,3,2
7,3,3
7,3,2
7,4,5
0,3,68
7,4,3
7,4,2
7,4,5
0,3,4
7,4,56
0,4,44
0,4,8
0,4,13
7,4,2
0,3,4
7,4,2
7,4,7
7,4,2
0,4,2
7,3,2
7,3,6
0,4,3
7,3,2
7,3,6
7,4,8
7,3,5
0,3,3
0,3,3
7,3,2
0,3,2
7,4,3
7,4,2
7,3,2
0,3,2
7,3,2
7,4,2
7,4,6
7,4,3
0,3,3
0,3,2
7,4,2
7,3,31
7,4,2
0,3,14
0,3,2
0,4,2
0,3,26
7,4,2
7,3,9
0,4,23
0,3,2
7,3,2
0,3,2
0,3,19
0,3,2
7,4,4
0,4,2
7,4,2
7,4,3
7,3,2
7,3,2
0,4,11
7,3,3
0,3,3
0,4,3
7,3,2
7,3,2
7,4,2
0,3,3
7,3,3
0,3,2
0,3,1
