source,destination,holding_time
7,4,66
7,4,51
0,3,75
0,4,55
0,3,87
0,4,46
0,4,4
0,4,2
7,3,40
7,4,4
7,3,2
0,3,3
7,3,29
0,3,75
0,4,50
0,3,19
0,4,24
0,3,3
7,3,8
7,4,31
7,4,4
7,4,5
0,4,73
0,4,23
7,3,14
0,4,8
7,3,3
0,4,10
0,4,15
0,4,34
7,3,2
0,3,69
7,4,2
7,3,7
7,4,25
7,3,4
0,3,2
0,4,27
0,4,62
7,3,61
0,3,5
0,4,12
0,4,22
7,4,10
7,4,7
7,4,3
0,3,49
7,4,53
0,4,21
7,4,18
0,3,6
0,3,11
0,3,4
0,3,47
0,4,6
0,4,45
7,4,44
7,3,10
0,3,42
7,4,41
0,4,40
7,3,9
7,3,38
0,4,4
0,3,25
7,3,6
0,3,17
0,4,33
0,4,26
7,4,31
7,4,2
0,3,4
0,3,13
7,3,13
0,4,26
0,4,25
7,3,24
7,3,5
0,3,22
0,3,21
7,3,20
7,3,19
7,4,18
0,3,3
7,4,16
7,3,15
7,4,2
7,4,13
7,4,12
7,4,11
7,4,3
7,4,5
0,3,4
0,3,4
7,3,6
7,3,5
7,3,4
7,3,3
0,4,2
0,4,1
